ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): DISTRICT OF COLUMBIA

School Name,State Name [Public School] Latest available year,School ID (12-digit) - NCES Assigned [Public School] Latest available year,Total Students All Grades (Excludes AE) [Public School] 2024-25,Total Students All Grades (Excludes AE) [Public School] 2023-24,Total Students All Grades (Excludes AE) [Public School] 2022-23,Total Students All Grades (Excludes AE) [Public School] 2021-22,Total Students All Grades (Excludes AE) [Public School] 2020-21,Total Students All Grades (Excludes AE) [Public School] 2019-20,Total Students All Grades (Excludes AE) [Public School] 2018-19,Total Students All Grades (Excludes AE) [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2014-15,Total Students All Grades (Excludes AE) [Public School] 2010-11,Total Students All Grades (Excludes AE) [Public School] 2006-07,Total Students All Grades (Excludes AE) [Public School] 2002-03,Total Students All Grades (Excludes AE) [Public School] 1998-99,Total Students All Grades (Excludes AE) [Public School] 1994-95,Total Students All Grades (Excludes AE) [Public School] 1990-91,Total Students All Grades (Excludes AE) [Public School] 1986-87,Longitude [Public School] 2024-25,Longitude [Public School] 2023-24,Longitude [Public School] 2022-23,Longitude [Public School] 2021-22,Longitude [Public School] 2020-21,Longitude [Public School] 2019-20,Longitude [Public School] 2018-19,Longitude [Public School] 2017-18,Longitude [Public School] 2014-15,Longitude [Public School] 2010-11,Longitude [Public School] 2006-07,Longitude [Public School] 2002-03,Latitude [Public School] 2024-25,Latitude [Public School] 2023-24,Latitude [Public School] 2022-23,Latitude [Public School] 2021-22,Latitude [Public School] 2020-21,Latitude [Public School] 2019-20,Latitude [Public School] 2018-19,Latitude [Public School] 2017-18,Latitude [Public School] 2014-15,Latitude [Public School] 2010-11,Latitude [Public School] 2006-07,Latitude [Public School] 2002-03,Free Lunch Eligible [Public School] 2024-25,Free Lunch Eligible [Public School] 2023-24,Free Lunch Eligible [Public School] 2022-23,Free Lunch Eligible [Public School] 2021-22,Free Lunch Eligible [Public School] 2020-21,Free Lunch Eligible [Public School] 2019-20,Free Lunch Eligible [Public School] 2018-19,Free Lunch Eligible [Public School] 2017-18,Free Lunch Eligible [Public School] 2014-15,Free Lunch Eligible [Public School] 2010-11,Free Lunch Eligible [Public School] 2006-07,Free Lunch Eligible [Public School] 2002-03,Free Lunch Eligible [Public School] 1998-99,Free Lunch Eligible [Public School] 1994-95,Free Lunch Eligible [Public School] 1990-91
KIPP DC - HONOR ACADEMY PCS,DISTRICT OF COLUMBIA,110003100522,328,334,321,347,329,272,†,†,†,†,†,†,†,†,†,†,-76.994334,-76.994334,-76.994334,-76.994334,-76.994333,-76.994333,†,†,†,†,†,†,38.841561,38.841561,38.841561,38.841561,38.841688,38.841688,†,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,†,†,†,†
KIPP DC - INSPIRE ACADEMY PCS,DISTRICT OF COLUMBIA,110003100542,314,237,227,81,†,†,†,†,†,†,†,†,†,†,†,†,-76.994334,-76.994334,-76.994334,-76.994334,†,†,†,†,†,†,†,†,38.841561,38.841561,38.841561,38.841561,†,†,†,†,†,†,†,†,–,–,–,–,†,†,†,†,†,†,†,†,†,†,†
KIPP DC - KEY ACADEMY PCS,District of Columbia,110003100246,422,409,395,379,353,355,337,338,334,417,486,160,†,†,†,†,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934499,-76.933803,-76.995320,-76.995320,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882731,38.882495,38.876570,38.876566,–,–,–,–,–,–,–,–,281,252,56,118,†,†,†
KIPP DC - LEAD ACADEMY PCS,District of Columbia,110003100463,343,370,383,377,417,411,400,405,302,†,†,†,†,†,†,†,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,†,†,†,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,†,†,†,–,–,–,–,–,–,–,–,254,†,†,†,†,†,†
KIPP DC - LEAP ACADEMY PCS,District of Columbia,110003100375,221,226,227,201,197,199,195,198,304,280,†,†,†,†,†,†,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.980322,-76.979778,†,†,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.868697,38.869002,†,†,–,–,–,–,–,–,–,–,276,211,†,†,†,†,†
KIPP DC - NORTHEAST ACADEMY PCS,DISTRICT OF COLUMBIA,110003100487,345,355,350,340,349,330,329,330,126,†,†,†,†,†,†,†,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,†,†,†,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,†,†,†,–,–,–,–,–,–,–,–,88,†,†,†,†,†,†
KIPP DC - PRIDE ACADEMY PCS,DISTRICT OF COLUMBIA,110003100541,212,167,162,115,†,†,†,†,†,†,†,†,†,†,†,†,-76.994334,-76.994334,-76.994334,-76.994334,†,†,†,†,†,†,†,†,38.841561,38.841561,38.841561,38.841561,†,†,†,†,†,†,†,†,–,–,–,–,†,†,†,†,†,†,†,†,†,†,†
KIPP DC - PROMISE ACADEMY PCS,District of Columbia,110003100419,614,621,610,537,536,529,518,520,400,203,†,†,†,†,†,†,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.934221,-76.933803,†,†,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882510,38.882495,†,†,–,–,–,–,–,–,–,–,350,145,†,†,†,†,†
KIPP DC - QUEST ACADEMY PCS,DISTRICT OF COLUMBIA,110003100488,388,390,385,390,410,403,412,391,282,†,†,†,†,†,†,†,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.924671,†,†,†,38.891978,38.891978,38.891978,38.891978,38.891978,38.891978,38.891978,38.891978,38.892360,†,†,†,–,–,–,–,–,–,–,–,282,†,†,†,†,†,†
KIPP DC - SPRING ACADEMY PCS,District of Columbia,110003100469,371,376,390,‡,415,409,411,410,102,†,†,†,†,†,†,†,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,-76.981461,†,†,†,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,38.907440,†,†,†,–,–,–,–,–,–,–,–,88,†,†,†,†,†,†
KIPP DC - VALOR ACADEMY PCS,DISTRICT OF COLUMBIA,110003100486,340,336,344,334,331,333,336,307,†,†,†,†,†,†,†,†,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.925058,-76.924671,†,†,†,38.891978,38.891978,38.891978,38.891978,38.891978,38.891978,38.891978,38.891978,38.892360,†,†,†,–,–,–,–,–,–,–,–,†,†,†,†,†,†,†
KIPP DC - WILL ACADEMY PCS,District of Columbia,110003100376,341,323,333,329,326,335,328,321,344,329,†,†,†,†,†,†,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018071,-77.018267,-77.016871,†,†,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,38.910110,38.909979,38.909694,†,†,–,–,–,–,–,–,–,–,288,243,†,†,†,†,†
KIPP DC PCS - LEGACY COLLEGE PREPARATORY PCS,DISTRICT OF COLUMBIA,110003100523,646,495,382,256,208,167,†,†,†,†,†,†,†,†,†,†,-76.995396,-76.995396,-76.995396,-76.995396,-76.994333,-76.994333,†,†,†,†,†,†,38.832347,38.832347,38.832347,38.832347,38.841688,38.841688,†,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,†,†,†,†
KRAMER MS,District of Columbia,110003000143,213,197,203,272,236,208,208,194,333,269,353,369,284,410,503,431,-76.980233,-76.980233,-76.980233,-76.980233,-76.980233,-76.980233,-76.980233,-76.980233,-76.980233,-76.979915,-76.980760,-76.980760,38.871282,38.871282,38.871282,38.871282,38.871282,38.871282,38.871282,38.871282,38.871282,38.870740,38.870830,38.870834,–,–,–,–,–,–,–,–,333,245,276,270,–,364,84
LAFAYETTE ES,District of Columbia,110003000045,923,933,892,860,902,940,887,816,697,681,599,517,474,569,506,487,-77.068090,-77.068090,-77.068090,-77.068090,-77.068090,-77.068090,-77.068090,-77.068090,-77.068090,-77.068337,-77.068310,-77.068307,38.966611,38.966611,38.966611,38.966611,38.966611,38.966611,38.966611,38.966611,38.966611,38.965856,38.965860,38.965861,–,–,–,–,–,–,–,–,694,27,16,9,–,18,1
LANGDON ES,District of Columbia,110003000044,377,390,353,348,358,370,353,324,340,414,461,387,401,374,367,406,-76.976930,-76.976930,-76.976930,-76.976930,-76.976930,-76.976930,-76.976930,-76.976930,-76.976930,-76.977526,-76.977540,-76.977544,38.924864,38.924864,38.924864,38.924864,38.924864,38.924864,38.924864,38.924864,38.924864,38.924570,38.924600,38.924598,–,–,–,–,–,–,–,–,340,–,219,225,–,346,197
LANGLEY ES,District of Columbia,110003000445,348,348,338,303,315,308,290,275,289,†,†,†,†,†,†,†,-77.005481,-77.005481,-77.005481,-77.005481,-77.005481,-77.005481,-77.005481,-77.005481,-77.005481,†,†,†,38.914230,38.914230,38.914230,38.914230,38.914230,38.914230,38.914230,38.914230,38.914230,†,†,†,–,–,–,–,–,–,–,–,289,†,†,†,†,†,†
LANGLEY JUNIOR HIGH SCHOOL,District of Columbia,110003000142,†,†,†,†,†,†,†,†,†,†,†,†,†,310,363,433,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,218,120
LASALLE-BACKUS ES,District of Columbia,110003000042,279,261,255,252,286,366,382,363,349,300,283,309,389,442,491,401,-76.999882,-76.999882,-76.999882,-76.999882,-76.999882,-76.999882,-76.999882,-76.999882,-76.999912,-76.998650,-76.998580,-76.998579,38.959982,38.959982,38.959982,38.959982,38.959982,38.959982,38.959982,38.959982,38.959808,38.961054,38.961060,38.961059,–,–,–,–,–,–,–,–,349,255,176,197,–,227,106
LASHAWN DCPS NON PUBLIC,District of Columbia,110003000266,†,†,†,†,†,†,†,†,†,†,†,177,†,†,†,†,†,†,†,†,†,†,†,-77.006351,-77.006351,†,-77.008950,-77.008948,†,†,†,†,†,†,†,38.906070,38.906070,†,38.900480,38.900484,†,†,†,†,†,†,†,†,0,†,†,–,†,†,†
LATIN AMERICAN MONTESSORI BILINGUAL PCS,District of Columbia,110003200247,572,555,553,533,519,476,476,462,342,199,102,†,†,†,†,†,-77.034071,-77.034071,-77.034071,-77.034071,-77.034071,-77.032383,-77.032383,-77.032383,-77.032383,-77.032434,-77.032750,†,38.950980,38.950980,38.950980,38.950980,38.950980,38.962175,38.962175,38.962175,38.962175,38.961926,38.927620,†,–,–,–,–,–,–,–,–,55,40,16,†,†,†,†
LAWRENCE E. BOONE ES,District of Columbia,110003000161,416,436,430,424,435,427,430,404,384,292,323,407,452,512,564,617,-76.974376,-76.974376,-76.974376,-76.974376,-76.974376,-76.974376,-76.974376,-76.974376,-76.974376,-76.974958,-76.974980,-76.974980,38.872214,38.872214,38.872214,38.872214,38.872214,38.872214,38.872214,38.872214,38.872214,38.871407,38.871460,38.871456,–,–,–,–,–,–,–,–,384,235,242,270,–,415,242
LAYC CAREER ACADEMY PCS,District of Columbia,110009100467,†,†,†,†,†,†,†,†,190,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.035781,†,†,†,†,†,†,†,†,†,†,†,38.928460,†,†,†,†,†,†,†,†,†,†,†,81,†,†,†,†,†,†
LEARN DC PCS,DISTRICT OF COLUMBIA,110011700546,290,249,214,164,†,†,†,†,†,†,†,†,†,†,†,†,-77.014755,-77.014755,-77.014755,-77.014755,†,†,†,†,†,†,†,†,38.835260,38.835260,38.835260,38.835260,†,†,†,†,†,†,†,†,–,–,–,–,†,†,†,†,†,†,†,†,†,†,†
LECKIE EDUCATION CAMPUS,District of Columbia,110003000041,453,458,451,414,435,491,529,558,478,342,317,377,502,560,552,554,-77.013269,-77.013269,-77.013269,-77.013269,-77.013269,-77.013269,-77.013269,-77.013269,-77.013269,-77.012620,-77.012470,-77.012468,38.828171,38.828171,38.828171,38.828171,38.828171,38.828171,38.828171,38.828171,38.828171,38.828611,38.828640,38.828638,–,–,–,–,–,–,–,–,478,230,200,203,–,382,89
LEE MONTESSORI PCS - BROOKLAND,District of Columbia,110009300476,298,286,286,265,253,236,210,177,74,†,†,†,†,†,†,†,-76.999011,-76.999011,-76.999011,-76.999011,-76.999011,-76.999011,-76.999011,-76.999011,-77.038101,†,†,†,38.927936,38.927936,38.927936,38.927936,38.927936,38.927936,38.927936,38.927936,38.912350,†,†,†,–,–,–,–,–,–,–,–,13,†,†,†,†,†,†
LEE MONTESSORI PCS - EAST END,DISTRICT OF COLUMBIA,110009300525,246,216,193,160,129,75,†,†,†,†,†,†,†,†,†,†,-76.972557,-76.972557,-76.972557,-76.972557,-76.972557,-76.995361,†,†,†,†,†,†,38.869276,38.869276,38.869276,38.869276,38.869276,38.859770,†,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,†,†,†,†
LEWIS ELEMENTARY SCHOOL,District of Columbia,110003000039,†,†,†,†,†,†,†,†,†,†,†,†,†,266,313,353,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,233,260
LINCOLN MS,District of Columbia,110003000136,†,†,†,†,†,†,†,†,†,†,457,397,414,539,709,768,†,†,†,†,†,†,†,†,†,†,-77.036360,-77.036364,†,†,†,†,†,†,†,†,†,†,38.928700,38.928703,†,†,†,†,†,†,†,†,†,†,377,210,–,344,239
LORRAINE H. WHITLOCK ES,District of Columbia,110003000122,162,146,137,192,207,224,244,243,262,297,458,488,550,453,452,511,-76.933701,-76.940567,-76.940567,-76.933728,-76.933728,-76.933728,-76.933728,-76.933728,-76.933728,-76.933974,-76.933500,-76.933495,38.897010,38.908123,38.908123,38.896669,38.896669,38.896669,38.896669,38.896669,38.896669,38.896851,38.895240,38.895236,–,–,–,–,–,–,–,–,262,277,409,433,–,425,303
LOTUS SWSC HENDLEY,District of Columbia,110003000053,†,†,†,†,†,†,†,†,†,†,†,†,153,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,–,†,†
LUDLOW-TAYLOR ES,District of Columbia,110003000037,489,488,433,440,437,459,439,414,340,225,231,278,359,428,305,388,-76.996640,-76.996640,-76.996640,-76.996640,-76.996640,-76.996640,-76.996640,-76.996640,-76.996640,-76.997109,-76.997100,-76.997103,38.898512,38.898512,38.898512,38.898512,38.898512,38.898512,38.898512,38.898512,38.898512,38.898856,38.898820,38.898817,–,–,–,–,–,–,–,–,340,146,190,218,–,271,187
LUKE C. MOORE HS,District of Columbia,110003000198,275,264,211,155,208,280,288,251,350,277,264,264,251,315,184,†,-76.992290,-76.992290,-76.992290,-76.992290,-76.992290,-76.992290,-76.992290,-76.992290,-76.992173,-76.992289,-76.992600,-76.992598,38.931745,38.931745,38.931745,38.931745,38.931745,38.931745,38.931745,38.931745,38.931987,38.932480,38.932550,38.932549,–,–,–,–,–,–,–,–,350,256,165,40,–,80,1
M C  TERRELL ES,District of Columbia,110003000010,†,†,†,†,†,†,†,†,†,251,401,247,314,416,605,592,†,†,†,†,†,†,†,†,†,-76.994020,-76.994070,-76.994073,†,†,†,†,†,†,†,†,†,38.842137,38.842210,38.842213,†,†,†,†,†,†,†,†,†,240,–,193,–,362,197
MACARTHUR HS,DISTRICT OF COLUMBIA,110003000780,390,238,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.086198,-77.086198,†,†,†,†,†,†,†,†,†,†,38.907700,38.907700,†,†,†,†,†,†,†,†,†,†,–,–,†,†,†,†,†,†,†,†,†,†,†,†,†
MACFARLAND MS,DISTRICT OF COLUMBIA,110003000511,486,499,528,628,648,560,354,132,†,†,†,†,†,†,†,†,-77.027842,-77.027842,-77.027842,-77.027842,-77.027842,-77.027842,-77.027842,-77.027842,†,†,†,†,38.943602,38.943602,38.943602,38.943602,38.943602,38.943602,38.943602,38.943602,†,†,†,†,–,–,–,–,–,–,–,–,†,†,†,†,†,†,†
MACFARLAND MS LINCOLN HILL CLUSTER,District of Columbia,110003000141,†,†,†,†,†,†,†,†,†,175,299,671,357,342,366,423,†,†,†,†,†,†,†,†,†,-77.027412,-77.027440,-77.027441,†,†,†,†,†,†,†,†,†,38.943934,38.943920,38.943919,†,†,†,†,†,†,†,†,†,155,181,427,–,208,90
MALCOLM X ES AT GREEN,District of Columbia,110003000036,170,200,195,195,216,233,242,256,244,237,391,562,781,631,406,633,-76.937621,-76.983554,-76.983554,-76.983554,-76.983554,-76.983554,-76.983554,-76.983554,-76.986325,-76.986331,-76.986730,-76.986730,38.879073,38.841570,38.841570,38.841570,38.841570,38.841570,38.841570,38.841570,38.844877,38.845175,38.845000,38.844998,–,–,–,–,–,–,–,–,244,225,327,396,–,599,236
MAMIE D  LEE SCHOOL,District of Columbia,110003000090,†,†,†,†,†,†,†,†,56,83,108,161,272,236,210,191,†,†,†,†,†,†,†,†,-77.007484,-77.007804,-77.007800,-77.007795,†,†,†,†,†,†,†,†,38.952962,38.952421,38.952460,38.952460,†,†,†,†,†,†,†,†,56,74,96,134,–,5,13
MANN ES,District of Columbia,110003000035,397,394,390,366,394,426,397,400,302,274,246,233,216,249,206,202,-77.087821,-77.087821,-77.087821,-77.087821,-77.087821,-77.087821,-77.087821,-77.087821,-77.087821,-77.087535,-77.087150,-77.087152,38.934166,38.934166,38.934166,38.934166,38.934166,38.934166,38.934166,38.934166,38.934166,38.934556,38.934470,38.934465,–,–,–,–,–,–,–,–,299,10,4,4,–,16,10
MARIE REED ES,District of Columbia,110003000032,461,452,462,441,457,461,437,427,393,374,361,470,514,517,432,346,-77.040541,-77.040541,-77.040541,-77.040541,-77.040541,-77.040541,-77.040541,-77.040541,-77.041639,-77.040368,-77.040860,-77.040863,38.919122,38.919122,38.919122,38.919122,38.919122,38.919122,38.919122,38.919122,38.918830,38.918719,38.919830,38.919833,–,–,–,–,–,–,–,–,393,268,313,280,–,491,301
MARSHALL EC,District of Columbia,110003000188,†,†,†,†,†,†,†,†,†,141,260,345,367,330,415,409,†,†,†,†,†,†,†,†,†,-76.955470,-76.957360,†,†,†,†,†,†,†,†,†,†,38.921532,38.928130,†,†,†,†,†,†,†,†,†,†,66,192,183,–,145,99
MARY MCLEOD BETHUNE DAY ACADEMY PCS,District of Columbia,110004400275,310,361,314,340,372,423,413,458,381,283,140,†,†,†,†,†,-76.986354,-76.986354,-76.986354,-76.986354,-76.986354,-76.986354,-76.986354,-76.986354,-76.985936,-77.036349,-77.026660,†,38.929495,38.929495,38.929495,38.929495,38.929495,38.929495,38.929495,38.929495,38.929839,38.955950,38.982060,†,–,–,–,–,–,–,–,–,381,262,–,†,†,†,†
MAURY ES,District of Columbia,110003000034,559,549,527,518,492,457,407,407,366,289,198,283,334,330,219,168,-76.988693,-76.988693,-76.988693,-76.988693,-76.988693,-76.988693,-76.978987,-76.978987,-76.988675,-76.988902,-76.988990,-76.988990,38.892437,38.892437,38.892437,38.892437,38.892437,38.892437,38.892595,38.892595,38.892282,38.892069,38.892110,38.892106,–,–,–,–,–,–,–,–,363,–,105,157,–,254,88
MAYA ANGELOU ACADEMY AT NEW BEGINNINGS FORMERLY OAK HILL,District of Columbia,110008700213,41,36,35,32,27,36,33,30,45,†,†,†,†,†,†,†,-76.787327,-76.787327,-76.787327,-76.787327,-76.787327,-76.787327,-76.784686,-76.784686,-76.778303,†,†,†,39.101153,39.101153,39.101153,39.101153,39.101153,39.101153,39.100527,39.100527,39.106395,†,†,†,–,–,–,–,–,–,–,–,40,†,†,†,†,†,†
MAYA ANGELOU ACADEMY AT YOUTH SERVICES CENTER,DISTRICT OF COLUMBIA,110008700547,84,0,0,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.988588,-76.988588,-76.988588,-76.988588,†,†,†,†,†,†,†,†,38.912148,38.912148,38.912148,38.912148,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,†,†,†,†
MAYA ANGELOU PCS  EVANS MIDDLE SCHOOL,District of Columbia,110001400392,†,†,†,†,†,†,†,†,†,222,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.921071,-76.921881,†,†,†,†,†,†,†,†,†,†,38.890460,38.889796,†,†,†,†,†,†,†,†,†,†,†,0,†,†,†,†,†
MAYA ANGELOU PCS - ACADEMY AT DC JAIL,DISTRICT OF COLUMBIA,110001400543,†,†,40,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.976069,-76.976069,†,†,†,†,†,†,†,†,†,†,38.883482,38.883482,†,†,†,†,†,†,†,†,†,†,–,†,†,†,†,†,†,†,†,†,†,†,†
MAYA ANGELOU PCS - HS,District of Columbia,110001400391,218,224,212,168,178,192,201,170,250,264,†,†,†,†,†,†,-76.920334,-76.920334,-76.920334,-76.920334,-76.920334,-76.920334,-76.920334,-76.920334,-76.920334,-76.921881,†,†,38.890320,38.890320,38.890320,38.890320,38.890320,38.890320,38.890320,38.890320,38.890320,38.889796,†,†,–,–,–,–,–,–,–,–,250,0,†,†,†,†,†
MAYA ANGELOU PCS YOUNG ADULT LEARNING CENTER,District of Columbia,110001400465,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.921071,†,†,†,†,†,†,†,†,†,†,†,38.890460,†,†,†,†,†,†,†,†,†,†,†,0,†,†,†,†,†,†
MAYA ANGELOU SHAW CAMPUS PCS,District of Columbia,110001400228,†,†,†,†,†,†,†,†,†,138,120,85,†,†,†,†,†,†,†,†,†,†,†,†,†,-77.023970,-77.023460,-77.023455,†,†,†,†,†,†,†,†,†,38.915314,38.914830,38.914829,†,†,†,†,†,†,†,†,†,0,74,49,†,†,†
MCGOGNEY ELEMENTARY SCHOOL                        ,District of Columbia,110003000007,†,†,†,†,†,†,†,†,†,†,0,434,427,471,588,606,†,†,†,†,†,†,†,†,†,†,-76.993570,-76.993566,†,†,†,†,†,†,†,†,†,†,38.840690,38.840689,†,†,†,†,†,†,†,†,†,†,†,367,–,389,366
MCKINLEY HIGH SCHOOL,District of Columbia,110003000077,†,†,†,†,†,†,†,†,†,†,†,†,†,838,931,1249,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,305,122
MCKINLEY MS,District of Columbia,110003000470,286,263,222,277,282,247,231,241,202,†,†,†,†,†,†,†,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.006351,†,†,†,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.906070,†,†,†,–,–,–,–,–,–,–,–,199,†,†,†,†,†,†
MCKINLEY TECHNOLOGY HS,District of Columbia,110003000267,723,704,696,691,696,653,633,620,645,689,781,†,†,†,†,†,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.004311,-77.005073,-77.004280,†,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.914918,38.915524,38.915470,†,–,–,–,–,–,–,–,–,642,298,234,†,†,†,†
MERIDIAN PCS,District of Columbia,110001500229,578,621,627,621,603,634,642,636,639,522,543,443,†,†,†,†,-77.030066,-77.030066,-77.030066,-77.030066,-77.030066,-77.030066,-77.030066,-77.030066,-77.030041,-77.030885,-77.030310,-77.030308,38.918554,38.918554,38.918554,38.918554,38.918554,38.918554,38.918554,38.918554,38.918560,38.920128,38.920290,38.920288,–,–,–,–,–,–,–,–,639,403,438,412,†,†,†
MERRITT EC,District of Columbia,110003000006,†,†,†,†,†,†,†,†,†,†,233,474,532,480,402,289,†,†,†,†,†,†,†,†,†,†,-76.928460,-76.928464,†,†,†,†,†,†,†,†,†,†,38.899980,38.899978,†,†,†,†,†,†,†,†,†,†,148,302,–,358,289
MEYER ES,District of Columbia,110003000005,†,†,†,†,†,†,†,†,†,†,205,382,543,585,689,665,†,†,†,†,†,†,†,†,†,†,-77.026920,-77.026916,†,†,†,†,†,†,†,†,†,†,38.922880,38.922884,†,†,†,†,†,†,†,†,†,†,149,312,–,507,134
MILITARY ROAD EARLY LEARNING CENTER,DISTRICT OF COLUMBIA,110003000540,70,67,62,45,†,†,†,†,†,†,†,†,†,†,†,†,-77.032373,-77.032373,-77.032373,-77.032373,†,†,†,†,†,†,†,†,38.962242,38.962242,38.962242,38.962242,†,†,†,†,†,†,†,†,–,–,–,–,†,†,†,†,†,†,†,†,†,†,†
MILLER JUNIOR HIGH SCHOOL,District of Columbia,110003000140,†,†,†,†,†,†,†,†,†,†,†,†,†,385,410,603,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,225,183
MINER ES,District of Columbia,110003000004,433,410,368,376,399,372,361,345,398,492,500,462,507,494,289,306,-76.982707,-76.982707,-76.982707,-76.982707,-76.982707,-76.982707,-76.982707,-76.982707,-76.982707,-76.983652,-76.983530,-76.983532,38.897370,38.897370,38.897370,38.897370,38.897370,38.897370,38.897370,38.897370,38.897370,38.897807,38.897630,38.897633,–,–,–,–,–,–,–,–,398,392,392,355,–,431,130
MONTGOMERY ES,District of Columbia,110003000003,†,†,†,†,†,†,†,†,†,†,188,314,417,511,449,509,†,†,†,†,†,†,†,†,†,-77.016871,-77.016850,-77.016847,†,†,†,†,†,†,†,†,†,38.909694,38.909730,38.909730,†,†,†,†,†,†,†,†,†,†,146,196,–,456,378
MONUMENT ACADEMY PCS,DISTRICT OF COLUMBIA,110010000500,131,127,123,111,88,102,128,116,†,†,†,†,†,†,†,†,-76.977791,-76.977791,-76.977791,-76.977791,-76.977791,-76.977791,-76.977791,-76.977791,†,†,†,†,38.896560,38.896560,38.896560,38.896560,38.896560,38.896560,38.896560,38.896560,†,†,†,†,–,–,–,–,–,–,–,–,†,†,†,†,†,†,†
MOTEN CENTER SPEC EDU AT MOTEN ES,District of Columbia,110003000262,†,†,†,†,†,†,†,†,†,†,95,87,†,†,†,†,†,†,†,†,†,†,†,†,†,†,-76.983240,-76.983239,†,†,†,†,†,†,†,†,†,†,38.856890,38.856893,†,†,†,†,†,†,†,†,†,†,–,78,†,†,†
MOTEN ES,District of Columbia,110003000002,216,238,223,212,240,286,323,401,395,363,236,348,376,403,339,366,-76.982742,-76.982742,-76.982742,-76.982742,-76.982742,-76.982742,-76.982742,-76.982742,-76.983254,-76.985245,-76.983240,-76.983239,38.856618,38.856618,38.856618,38.856618,38.856618,38.856618,38.856618,38.856618,38.856986,38.857244,38.856890,38.856893,–,–,–,–,–,–,–,–,395,347,233,289,–,382,182
MUNDO VERDE BILINGUAL PCS - CALLE OCHO,DISTRICT OF COLUMBIA,110008600527,504,498,470,407,360,268,†,†,†,†,†,†,†,†,†,†,-76.994542,-76.994542,-76.994542,-76.994542,-76.994542,-76.994542,†,†,†,†,†,†,38.943000,38.943000,38.943000,38.943000,38.943000,38.943000,†,†,†,†,†,†,–,–,–,–,–,–,†,†,†,†,†,†,†,†,†
